code,name,price_שוהם 91,price_per_pack_שוהם 91,promo_price_שוהם 91,price_רעננה 45,price_per_pack_רעננה 45,promo_price_רעננה 45,price_אופקים 47,price_per_pack_אופקים 47,promo_price_אופקים 47,price_לינקולן תל אביב 44,price_per_pack_לינקולן תל אביב 44,promo_price_לינקולן תל אביב 44,price_ברנע 41,price_per_pack_ברנע 41,promo_price_ברנע 41
7290005423871,מש.שיניים אורביטול שלישיה,21.90,21.9,17.90,,,,,,,,,,21.90,21.9,
7290005423918,סנו מקסימה4 ליטר כחול,22.90,22.9,20.90,,,,22.90,22.9,20.90,,,,22.90,22.9,20.90
7290005424311,קוטל חרקים קיי רב קוטל סנו,25.90,25.9,22.90,25.90,25.9,22.90,25.90,25.9,21.90,25.90,25.9,22.90,,,
7290005424403,אל סבון נוזלי כיף (1 ליטר),14.90,14.9,20,,,,14.90,14.9,20,14.90,14.9,20,,,
7290005424762,ריצפז+דוחה חרקים+ווקס,26.90,26.9,,,,,26.90,26.9,,26.90,26.9,,,,
7290005424847,מפיות נייר סנו סושי (150),9.90,9.9,,9.90,9.9,,9.90,9.9,,9.90,9.9,,9.90,9.9,
7290005424991,פרש אוטומטיק בהתזה קצובה בניחוחח בייבי פ,14.90,14.9,,,,,,,,,,,,,
7290005425110,מרסס לחיטוי משטחים 99.9% 750 מל סנו,15.90,15.9,,,,,15.90,15.9,20,15.90,15.9,,,,
7290005425127,מרסס מנקה שומנים ואבנית 99.9% 750 מל סנ,15.90,15.9,,,,,,,,15.90,15.9,,15.90,15.9,
7290005425196,א.כביסה סנו מקסימה 2.5 קג`,27.90,27.9,,27.90,27.9,,27.90,27.9,,27.90,27.9,,,,
7290005425646,קליר נוזל לניקוי רב תכליתי סנו (1 ליטר),12.90,12.9,20,12.90,12.9,20,12.90,12.9,20,12.90,12.9,20,12.90,12.9,20
7290005426193,ספוגית הפלא סנו סושי (6),13.90,13.9,,13.90,13.9,,,,,13.90,13.9,,13.90,13.9,
7290005426230,מטלית הפלא לרצפה סנו סושי,12.90,12.9,20,,,,,,,12.90,12.9,20,,,
7290005426803,סנו מקסימה4 ליטר סגול,22.90,22.9,20.90,,,,22.90,22.9,20.90,22.90,22.9,20.90,22.90,22.9,20.90
7290005426964,סנובון לאסלה כחול אפרסק סנו (55x3 גרם),18.90,18.9,12.90,18.90,18.9,12.90,18.90,18.9,12.90,,,,,,
7290005426971,סנובון לאסלה כחול תפוח סנו (55x3 גרם),18.90,18.9,12.90,,,,18.90,18.9,12.90,18.90,18.9,12.90,,,
7290005427107,מגבת הפלא סנו סושי (6),12.90,12.9,24,12.90,12.9,24,12.90,12.9,24,12.90,12.9,24,12.90,12.9,24
7290005427787,קרמה קרם לחות לשיער מתולתל,20.90,20.9,,,,,20.90,20.9,17.90,,,,20.90,20.9,
7290005428388,מקסימה קפסולות לכביסה 40  יח`בניחוח sopt,39.90,39.9,,,,,39.90,39.9,32.90,39.90,39.9,,39.90,39.9,
7290005430602,סנו אוקסיג`ן מרסס מסיר כתמים,19.90,19.9,,19.90,19.9,,19.90,19.9,32,19.90,19.9,,19.90,19.9,
7290005509445,עוגיות מיני קוקיס חמאה כרמית (600 גרם),19.90,19.9,,19.90,19.9,,19.90,19.9,,,,,,,
7290005591761,דבש לחיץ 400 גר` יד מרדכי,22.90,22.9,19.90,22.90,22.9,,22.90,22.9,19.90,22.90,22.9,,22.90,22.9,
7290005610509,צנונית ארוזה,9.90,9.9,,,,,9.90,9.9,,9.90,9.9,,9.90,9.9,
7290005838002,דניאלה מעדן בטעם וניל שטראוס (88 גרם),4.10,4.1,,4.10,4.1,,4.10,4.1,,4.10,4.1,,4.10,4.1,
7290005839078,יוגורט ביו 3% דנונה (150x8 גרם),20.50,20.5,,20.50,20.5,,20.50,20.5,,20.50,20.5,,20.50,20.5,
7290005839108,סימפוניה 200 גר +5%זיתים,11.20,11.2,,11.20,11.2,,11.20,11.2,,11.20,11.2,,11.20,11.2,
7290005839313,מילקי טופ מגולגלת,5.20,5.2,,5.20,5.2,,5.20,5.2,,5.20,5.2,,5.20,5.2,
7290005896439,בירה בקבוק מכבי (500 מל),8.10,8.1,,,,,,,,8.10,8.1,,8.10,8.1,
7290005896453,מכבי חוזר 7.9 500 מל בקבוק,8.10,8.1,,,,,,,,8.10,8.1,,8.10,8.1,
7290005896637,סן בנדטו 1.5 ליטר בודד,4.50,4.5,,4.50,4.5,,,,,4.50,4.5,,,,
7290005966033,הר חרמון לבן יקב רמת הגולן (750 מל),36.90,36.9,,,,,36.90,36.9,,,,,36.90,36.9,
7290005966088,ירדן הר חרמון אדום 750 מל,36.90,36.9,,,,,36.90,36.9,,36.90,36.9,,36.90,36.9,
7290005992018,יוגורט עיזים 3% לשתיה גד (500 מל),17.90,17.9,,,,,17.90,17.9,,,,,17.90,17.9,
7290005992575,גבינה בולגרית למריחה 5% גד (250 גרם),21.90,21.9,,,,,21.90,21.9,,21.90,21.9,,21.90,21.9,
7290005992735,לאבנה 5% גד (250 גרם),16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290005996009,סלמי גלילי מעושן 400  גר`יחיעם,30.90,30.9,,30.90,30.9,,30.90,30.9,,30.90,30.9,,30.90,30.9,
7290005996078,סרוולט הונגרי 125 גר` יחיעם,30.90,30.9,29.90,,,,,,,,,,,,
7290005996221,פסטרמה של פעם דק דק (120 גר`) יחיעם,15.90,15.9,13.90,15.90,15.9,13.90,15.90,15.9,13.90,15.90,15.9,13.90,15.90,15.9,13.90
7290005996238,פסטרמה בדבש דק דק (120 גר`) יחיעם,15.90,15.9,13.90,15.90,15.9,13.90,15.90,15.9,13.90,15.90,15.9,13.90,,,
7290005996276,פסטרמה ברביקין דק דק (120 גר`) יחיעם,15.90,15.9,13.90,15.90,15.9,13.90,,,,15.90,15.9,13.90,15.90,15.9,13.90
7290005996740,סלמי פפרוני 300 גר יחיעם,26.90,26.9,,26.90,26.9,,26.90,26.9,,26.90,26.9,,,,
7290006199027,מאגדת מצופה דיאט שמינייה,34.90,34.9,,34.90,34.9,,34.90,34.9,,34.90,34.9,,34.90,34.9,
7290006199218,מאגדת מצופה דיאט שמינייה,35.90,35.9,,,,,,,,35.90,35.9,,,,
7290006199942,מאגדת גלידל פרי דובדבן,28.90,28.9,,28.90,28.9,,28.90,28.9,,28.90,28.9,,,,
7290006229427,מים מינרלים סאן בנדטו (500x6 מל),15.90,15.9,13.90,15.90,15.9,,15.90,15.9,13.90,15.90,15.9,,,,
7290006241504,פריגת קפוא תפוזים 280 מל,14.90,14.9,,,,,,,,,,,,,
7290006241511,פריגת קפוא לימון נענע 280 מל,14.90,14.9,,,,,,,,,,,,,
7290006241535,פריגת קפוא מנגו 280 מל,14.90,14.9,,,,,14.90,14.9,,,,,,,
7290006241689,פריגת קפוא לימון 280 מל,14.90,14.9,,,,,,,,,,,,,
7290006251275,תה ירוק סיני ויסוצקי) (25,25.90,25.9,44,25.90,25.9,44,25.90,25.9,44,25.90,25.9,44,25.90,25.9,44
7290006251343,תה פסיפלורה מנגו ויסוצקי הגן הקסום (25),19.90,19.9,,,,,19.90,19.9,36,,,,,,
7290006251374,תה ירוק לימונית וג`ינג`ר ויסוצקי) (25,25.90,25.9,44,25.90,25.9,44,,,,25.90,25.9,44,25.90,25.9,44
7290006256089,גאטו נגרו קברנה סוביניון 750 מל,40.90,40.9,62.90,40.90,40.9,,,,,,,,,,
7290006265500,מרינה פטריות שמפניון,10.90,10.9,,10.90,10.9,,10.90,10.9,,10.90,10.9,,10.90,10.9,
7290006271174,מעדנות-ג חנון בצק,24.90,24.9,,,,,24.90,24.9,,,,,,,
7290006271181,ג`חנון אפוי מעדנות (5 יח` - 750 גרם),29.90,29.9,,29.90,29.9,,29.90,29.9,,29.90,29.9,,29.90,29.9,
7290006271648,מיני בורקס תפוח אדמה מעדנות (800 גרם),27.90,27.9,,,,,27.90,27.9,,,,,27.90,27.9,
7290006342072,גרעין לבן 150 גר` ששון הקולה,9.90,9.9,,,,,,,,9.90,9.9,,9.90,9.9,
7290006342447,גרעין אבטיח 170 גרם ששון הקולה,13.90,13.9,,,,,,,,,,,13.90,13.9,
7290006342645,טורטיות 700 גר`,16.90,16.9,,16.90,16.9,,16.90,16.9,26,,,,16.90,16.9,
7290006374684,יד מרדכי שמן זית 500 מל.,33.90,33.9,,33.90,33.9,,,,,33.90,33.9,,33.90,33.9,
7290006374738,קונפיטורת תות יד מרדכי 340 גר`,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,
7290006459978,אובלטים שומשום 284  גר`האחים,10.90,10.9,,10.90,10.9,,,,,,,,,,
7290006492432,גבינה מוצרלה בייבי 18% גד (150 גרם),19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,
7290006492616,בולגרית פרוסות  -2505%גד,32.90,32.9,,32.90,32.9,,32.90,32.9,,32.90,32.9,,32.90,32.9,
7290006492630,גבינה עיזים גדעז 20% גד (180 גרם),30.90,30.9,,,,,30.90,30.9,,30.90,30.9,,30.90,30.9,
7290006492685,גבינת לאבנה עיזים 5% גד (250 גרם),22.90,22.9,,22.90,22.9,,,,,22.90,22.9,,22.90,22.9,
7290006492852,גבינה לבנה עיזים 5% גד (250 גרם),23.90,23.9,,23.90,23.9,,23.90,23.9,,23.90,23.9,,,,
7290006492913,לבנה ציזיקי 250 גר,17.90,17.9,,,,,17.90,17.9,,,,,,,
7290006511683,מאנצו-פולי סויה בתרמילים 454 גרם מהד,9.90,9.9,,9.90,9.9,,9.90,9.9,,,,,,,
7290006567048,פתיתי קוסקוס ישראלי אסם (350 גרם),8.90,8.9,,8.90,8.9,,,,,8.90,8.9,,8.90,8.9,
7290006618085,אסטוניש מרסס+אקונומיקה,13.90,13.9,,,,,13.90,13.9,,13.90,13.9,,,,
7290006644480,תפוזינה תפוזים 500מל,6.90,6.9,,,,,,,,6.90,6.9,,,,
7290006652027,במבה אסם (15x20 גרם),27.90,27.9,,27.90,27.9,,27.90,27.9,,27.90,27.9,,27.90,27.9,
7290006653819,קוסקוס דק אסם (350 גרם),8.90,8.9,,8.90,8.9,,8.90,8.9,,8.90,8.9,,8.90,8.9,
7290006653857,ארנבונים חטיף תפוחי אדמה אסם (40 גרם),5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290006660596,קמח עדשים אדומות ללא גלוטן דגש 500 גרם,18.90,18.9,,,,,,,,,,,18.90,18.9,
7290006660602,מי קוקוס אורגני גרין קוקו 1 ליטר,19.90,19.9,,,,,18.90,18.9,,19.90,19.9,,19.90,19.9,
7290006664655,אקטימל דנונה (100x8 מל),20,20.0,,20,20.0,,20,20.0,,20,20.0,,20,20.0,
7290006664990,יוגורט ביו 1.7% דנונה (150x8 גרם),20.50,20.5,,20.50,20.5,,20.50,20.5,,20.50,20.5,,20.50,20.5,
7290006681003,שטראוס קרמיסימו תות לימון,25.90,25.9,19.90,25.90,25.9,19.90,25.90,25.9,19.90,25.90,25.9,19.90,25.90,25.9,19.90
7290006696595,יין אדום מתוק מסורת אפרת (1 ליטר),22.90,22.9,19.90,,,,,,,,,,,,
7290006704511,תפוא אדום למיקרוגל מרינה,8.90,8.9,,8.90,8.9,,8.90,8.9,,,,,8.90,8.9,
7290006704931,פטריות צמד אקזוטי 400 גר`,18.90,18.9,,,,,18.90,18.9,,,,,18.90,18.9,
7290006739124,בצק פילאס 500  גר`זוגלובק,14.90,14.9,,,,,14.90,14.9,,14.90,14.9,,,,
7290006739346,נקניקיות פרגיות זוגלובק (400 גרם),19.30,19.3,15.90,19.30,19.3,,17.90,17.9,15.90,,,,19.30,19.3,
7290006739407,שניצל תירס לייט זוגלובק (630 גרם),26.90,26.9,,26.90,26.9,,26.90,26.9,,26.90,26.9,,26.90,26.9,
7290006739414,סלמי קוניאק זוגלובק (300 גרם),33.90,33.9,29.90,33.90,33.9,29.90,31.90,31.9,29.90,,,,33.90,33.9,29.90
7290006739421,סלמי איטלקי מעושן זוגלובק (300 גרם),31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90
7290006739445,שניצל תירס זוגלובק (750 גרם),26.90,26.9,48,26.90,26.9,48,26.90,26.9,50,26.90,26.9,48,26.90,26.9,48
7290006742278,פסטרמה צלויה 330 גר`,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,,,
7290006742292,פסטרממיה בדבש 330 גר`,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,,,
7290006742315,חזה הודו ברביקיו 330 גר`,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,31.90,31.9,29.90,,,
7290006753915,נקניקיות מיני מרגז חריפות מעדני הטלה 500,32.90,32.9,,32.90,32.9,,31.90,31.9,,,,,32.90,32.9,
7290006753922,נקניקיות מיני צ`וריסוס מעדני הטלה 500 גר,32.90,32.9,,,,,31.90,31.9,,,,,,,
7290006753939,קבב ג`מבו מזרחי מעדני הטלה 600 גר`,40.90,40.9,,,,,,,,40.90,40.9,,,,
7290006753946,קבב ג`מבו חמני מעדני הטלה 600 גר`,40.90,40.9,,40.90,40.9,,,,,,,,40.90,40.9,
7290006753953,המבורגר אנטריקוט מעדני הטלה 500 גר`,40.90,40.9,,40.90,40.9,,39.90,39.9,,40.90,40.9,,40.90,40.9,
7290006753977,הקבב של עזרא מעדני הטלה 600 גר`,40.90,40.9,,40.90,40.9,,39.90,39.9,,40.90,40.9,,,,
7290006764065,בירה שחורה נשר מאלט חוזר (500 מל),5.90,5.9,12,5.90,5.9,12,5.90,5.9,12,5.90,5.9,12,5.90,5.9,12
7290006764072,בירה גולדסטאר חוזר (500 מל),8.90,8.9,,,,,8.90,8.9,,8.90,8.9,,8.90,8.9,
7290006764157,גולדסטאר לא מסונן בקבוק חוזר 500 מל,9.10,9.1,,,,,,,,9.10,9.1,,,,
7290006764485,בירה שחורה בבקבוק נשר מאלט (330x6 מל),30.90,30.9,,30.90,30.9,,30.90,30.9,,30.90,30.9,,30.90,30.9,
7290006765000,טורטיות מקמח מלא 450 גר`,12.90,12.9,20,12.90,12.9,,12.90,12.9,20,,,,,,
7290006775016,עוגת תפוז אחוה (450  גרם)אחוה,11.90,11.9,24,,,,11.90,11.9,24,,,,,,
7290006775047,עוגת שוקולד אחוה (450  גרם)אחוה,11.90,11.9,24,,,,11.90,11.9,24,11.90,11.9,24,11.90,11.9,24
7290006775054,עוגת שיש אחוה (450  גרם)אחוה,11.90,11.9,24,,,,11.90,11.9,24,11.90,11.9,24,,,
7290006775191,מאפינס שוקולד 50 גר` אחוה,2.50,2.5,13,,,,,,,2.50,2.5,13,,,
7290006775337,עוגת שמרים פרג אחוה (400 גרם),11.90,11.9,,,,,11.90,11.9,,11.90,11.9,,,,
7290006775344,עוגת שמרים קינמון/אגוזים 400  גר`אחוה,11.90,11.9,,,,,11.90,11.9,,,,,11.90,11.9,
7290006775405,מאפינס שוקוצ`יפס 45 גר` אחוה,2.50,2.5,13,,,,2.50,2.5,13,2.50,2.5,13,2.50,2.5,13
7290006775900,עוגיות מיני מרוקאיות אחוה (500 גרם),10.90,10.9,,,,,10.90,10.9,,10.90,10.9,,10.90,10.9,
7290006788399,דאו נושם רול און קרליין ירוק,13.90,13.9,,,,,13.90,13.9,20,,,,,,
7290006788429,דאו נושם רול און קרליין כתום,13.90,13.9,,,,,13.90,13.9,20,,,,13.90,13.9,
7290006822192,פריגת אושן ספריי 1 ליטר,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,,,
7290006866363,סחוט 1 ליטר אשכוליות אדומות פרימור,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,,,,
7290006878007,פטרוזיליה מהדרין פרי האדמה,6.50,6.5,,,,,,,,,,,,,
7290006878076,בצל ירוק מהדרין,7,7.0,,,,,,,,,,,,,
7290006983152,קרוטונים מתובלים למרק אסם (400 גרם),22.50,22.5,,22.50,22.5,,22.50,22.5,,22.50,22.5,,22.50,22.5,
7290006983176,קרקר לחמית שיפון אסם (230 גרם),11.90,11.9,,11.90,11.9,,11.90,11.9,17.90,11.90,11.9,,11.90,11.9,
7290006983527,עוגת הבית עשירות תפוח ופרורים 400 גר`,20.90,20.9,,,,,20.90,20.9,,20.90,20.9,,20.90,20.9,
7290006983763,עוגת הבית בטעם שוקולד אסם (400 גרם),13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290006983770,עוגת הבית שיש אסם (400 גרם),13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290006983787,עוגת הבית שוקוצ`יפס אסם (400 גרם),13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290006983794,עוגת הבית בטעם תפוז אסם (400 גרם),13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290006992390,דייסת וניל מטרנה (200 גרם),15.50,15.5,,,,,15.50,15.5,,,,,15.50,15.5,
7290008000826,ברבי משחת שיניים לילדים,11.90,11.9,,,,,11.90,11.9,,,,,11.90,11.9,
7290008102995,סוכריות טעם שוקולד לקישוט 180 גר`,14.90,14.9,,,,,,,,14.90,14.9,,14.90,14.9,
7290008116541,ליסטרין קול מינט 500 מל,17.90,17.9,,,,,17.90,17.9,,17.90,17.9,,17.90,17.9,
7290008116565,ליסטרין פרש מינט 500 מל,17.90,17.9,,,,,17.90,17.9,,17.90,17.9,,17.90,17.9,
7290008175173,חמאה מפינלנד ללא תוספת מלח (200 גרם),17.90,17.9,,,,,17.90,17.9,,,,,17.90,17.9,
7290008175814,פטריות חתוך 400 גר`,5.90,5.9,,5.90,5.9,,5.90,5.9,,5.90,5.9,,5.90,5.9,
7290008343503,ג`חנון אפוי 650  גר`שלושת האופים,21.90,21.9,,,,,21.90,21.9,,21.90,21.9,,21.90,21.9,
7290008343558,סיגרים בשר 1 קג שלושת האופים,21.90,21.9,,21.90,21.9,,21.90,21.9,,,,,21.90,21.9,
7290008343565,סיגרים תפוא 1 קג שלושת האופים,21.90,21.9,,21.90,21.9,,21.90,21.9,,21.90,21.9,,21.90,21.9,
7290008343572,אגרול סיני 1 קג-שלושת  האופים,21.90,21.9,,,,,21.90,21.9,,,,,,,
7290008343602,קובה בשר מטוגן 1 קג,21.90,21.9,,21.90,21.9,,,,,,,,21.90,21.9,
7290008343626,כדורי פלאפל 1 קג-שלושת  האופים,21.90,21.9,,,,,21.90,21.9,,21.90,21.9,,,,
7290008344272,המבורגר 100% 400 גר` טיבונוויל,18.90,18.9,,,,,18.90,18.9,,18.90,18.9,,18.90,18.9,
7290008349956,פרימוורה מעדן פרי אוכמניות כחולות 284 ג,18.90,18.9,14.90,,,,18.90,18.9,14.90,18.90,18.9,14.90,,,
7290008349963,פרימוורה מעדן פרי משמש 284 גר`,18.90,18.9,14.90,,,,,,,18.90,18.9,14.90,,,
7290008349987,פרימוורה מעדן פרי תפוז מנדרינה 284 גר`,18.90,18.9,14.90,,,,18.90,18.9,14.90,,,,,,
7290008409049,מיני מיני דק שניצלונים בציפוי שומשום מאמ,33.90,33.9,,33.90,33.9,,33.90,33.9,,,,,,,
7290008409100,אצבעות שניצל שומשום מאמא עוף (700 גרם),44.90,44.9,,44.90,44.9,,44.90,44.9,,44.90,44.9,,,,
7290008409124,שניצל ג`ונגל מאמא עוף (700 גרם),44.90,44.9,,44.90,44.9,,44.90,44.9,,44.90,44.9,,,,
7290008409216,שניצל דק דק פריך מאמא עוף (700 גרם),49.90,49.9,,,,,49.90,49.9,44.90,49.90,49.9,,,,
7290008409551,שניצל עוף ציפוי מעודן מאמא עוף,46.90,46.9,,,,,46.90,46.9,,46.90,46.9,,,,
7290008409605,כוכבי עוף בציפוי מעודן 700  גר`מאמא עוף,41.90,41.9,,,,,41.90,41.9,,41.90,41.9,,,,
7290008423052,עגבניות מיובשות בשמן זית פרג,15.90,15.9,,,,,,,,,,,,,
7290008443616,נקה 7 מרכך 750 מל ורוד,12.90,12.9,20,,,,12.90,12.9,20,12.90,12.9,20,,,
7290008443647,נקה 7 מרכך 750 מל,12.90,12.9,20,,,,12.90,12.9,20,12.90,12.9,20,12.90,12.9,20
7290008464222,בירה מכבי 7.9% 500 פחית.,8.20,8.2,,8.20,8.2,,8.20,8.2,,8.20,8.2,,8.20,8.2,
7290008464345,בקבוק גולדסטאר 330 מל,6.90,6.9,,,,,6.90,6.9,,6.90,6.9,,6.90,6.9,
7290008464475,בירה מכבי פחית 500 מל,7.50,7.5,,,,,7.50,7.5,,7.50,7.5,,7.50,7.5,
7290008464505,מים סאן בנדטו 500 מל,4.50,4.5,,,,,,,,4.50,4.5,,,,
7290008464697,בירה 7.9% אלכוהול מכבי (330x6 מל),37.60,37.6,34.90,37.60,37.6,34.90,37.60,37.6,34.90,37.60,37.6,34.90,,,
7290008464734,בירה גולדסטאר סלו ברו 330 מל בקבוק שישי,43.90,43.9,37.90,,,,,,,43.90,43.9,37.90,,,
7290008464741,בירה גולדסטאר 330 מל בקבוק שישייה,37.90,37.9,34.90,37.90,37.9,34.90,37.90,37.9,34.90,37.90,37.9,34.90,37.90,37.9,34.90
7290008464796,בירה הייניקן 330 מל בקבוק שישייה,40.90,40.9,36.90,40.90,40.9,36.90,40.90,40.9,36.90,40.90,40.9,36.90,40.90,40.9,36.90
7290008493413,פירורי גריסיני מאיר בייגל (200 גרם),6.30,6.3,,6.30,6.3,,6.30,6.3,10,6.30,6.3,,,,
7290008493710,מאיר בייגל פרורי גרסיני זהב 200גר,6.30,6.3,,6.30,6.3,,,,,6.30,6.3,,6.30,6.3,
7290008597906, שקדיה-אורז יסמין 5קג,44.90,44.9,,44.90,44.9,,44.90,44.9,,44.90,44.9,,44.90,44.9,
7290008609531,נייר אפייה 50 יח` פאלאס,10.90,10.9,16.90,,,,10.90,10.9,16.90,10.90,10.9,,10.90,10.9,
7290008611947,סטייק סלמון 600 גר` פרוסטי,40.90,40.9,,,,,39.90,39.9,,,,,,,
7290008644112,מטבוחה 125אחלה יום יום,5,5.0,,5,5.0,,,,,5,5.0,,5,5.0,
7290008644235,מבחר עלי בייבי 120 גרם-טעם הטבע,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,
7290008644945,סלט המושבה שטראוס 450 גר`-טעם הטבע,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290008645935,חומוס אחלה (750 גרם),12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,
7290008670005,רקנאטי שרדונה 750 מל,55.90,55.9,,,,,,,,,,,,,
7290008670913,קברנה סובניון רקנטי 750 מל,55.90,55.9,,,,,,,,55.90,55.9,,55.90,55.9,
7290008690713,נקטר חמוציות אושן ספריי פריגת (1 ליטר),13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290008693134,דניאלה מעדן בטעם תות שטראוס (88 גרם),4.10,4.1,,4.10,4.1,,4.10,4.1,,4.10,4.1,,4.10,4.1,
7290008745239,תפוצ`יפס 50 גר קראנץ`,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,
7290008745345,ממרח בטעם שוקולד מגדים עלית (500 גרם),12.90,12.9,,,,,12.90,12.9,10.90,,,,12.90,12.9,
7290008747547,תפוצ`יפס 200  גר`קראנץ`,11.90,11.9,,11.90,11.9,,11.90,11.9,17.90,11.90,11.9,,11.90,11.9,
7290008748384,שוקולד מריר 70% ספלנדיד (100 גרם),14.50,14.5,,14.50,14.5,,14.50,14.5,24,14.50,14.5,,14.50,14.5,
7290008750400,שוקולד פרה לבן עם עוגיות עלית (100 גרם),8.50,8.5,20,8.50,8.5,20,8.50,8.5,20,8.50,8.5,20,8.50,8.5,20
7290008750677,טבלאות פרה ממולא תות מגדים,8.50,8.5,20,8.50,8.5,20,8.50,8.5,20,8.50,8.5,20,8.50,8.5,20
7290008752244,תפוצ`יפס 50 גר קראנץ` גריל,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,
7290008753111,תפוצ`יפס 50 גר קראנץ` מקסיקני,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,,4.40,4.4,
7290008757980,נקטר רימונים ספרינג (1 ליטר),6.60,6.6,,,,,,,,6.60,6.6,,,,
7290008775816,ערגליות שוקו אסם (300 גרם),11.90,11.9,18.90,11.90,11.9,,11.90,11.9,18.90,11.90,11.9,,11.90,11.9,
7290008775823,ערגליות תות אסם (300 גרם),11.90,11.9,18.90,11.90,11.9,,11.90,11.9,18.90,11.90,11.9,,11.90,11.9,
7290008784542,קויוטה מסז,12.90,12.9,,,,,,,,,,,,,
7290008792264,מפיות טאצ` 100 יח,5.50,5.5,10.90,5.50,5.5,10.90,,,,5.50,5.5,10.90,5.50,5.5,10.90
7290008801119,סלקטד סוביניון בלאן יקבי כרמל (750 מל),31.90,31.9,55,,,,31.90,31.9,55,31.90,31.9,55,,,
7290008801157,סלקטד מרלו יקבי כרמל (750 מל),31.90,31.9,55,31.90,31.9,55,31.90,31.9,55,,,,31.90,31.9,55
7290008801522,קונקורד אדום מתוק 750 מל קינג דיוויד,21.90,21.9,,21.90,21.9,,21.90,21.9,,,,,21.90,21.9,
7290008801539,כרמל 120 אדום מתוק 750 מל קינג דיוויד,21.90,21.9,,,,,,,,,,,,,
7290008801843,סלקטד קברנה סובניון יקבי כרמל (750 מל),31.90,31.9,55,31.90,31.9,55,31.90,31.9,55,31.90,31.9,55,31.90,31.9,55
7290008801850,סלקטד אמרלד ריזלינג יקבי כרמל (750 מל),31.90,31.9,55,31.90,31.9,55,,,,31.90,31.9,55,31.90,31.9,55
7290008802512,וינו אדום 750 מל,21.90,21.9,,,,,21.90,21.9,,,,,,,
7290008803090,מרלו אזורית אדום יבש 750 מל,64.90,64.9,,,,,64.90,64.9,110,,,,,,
